demand,grid1-load,grid1-temp,grid1-loss
437.2647518,525.052,273.35,37.838
432.50056,524.214,273.15,37.724
427.7723512,520.43,272.85,37.21
420.6818118,511.435,272.75,36.004
410.4632239,498.413,272.75,34.294
393.2462817,480.093,272.65,31.964
366.6085113,457.146,272.85,29.168
344.5943499,432.711,272.95,26.341
328.6407922,420.203,273.85,24.954
332.1177043,415.031,273.65,24.393
330.2782105,413.317,273.45,24.208
332.7524503,412.6,273.25,24.131
345.4134726,420.107,273.85,24.944
383.0457188,467.103,274.35,30.364
436.8729289,527.903,274.95,38.229
452.0722261,539.643,274.65,39.858
449.914843,541.958,274.35,40.183
446.6913037,540.763,274.15,40.015
441.8520853,535.737,274.05,39.312
438.5201939,533.005,274.05,38.932
438.0280074,531.261,273.85,38.691
443.0404841,531.685,273.35,38.75
455.7144053,542.323,272.95,40.235
474.1844335,567.253,272.45,43.831
471.4077401,566.173,272.05,43.672
461.7395246,554.419,271.65,41.959
455.3561884,548.491,271.15,41.11
447.8993605,536.81,271.35,39.461
436.1362532,522.38,271.45,37.475
416.2187489,504.012,271.55,35.024
384.8572743,475.949,271.75,31.449
358.8253847,443.96,271.95,27.623
343.7567233,424.46,272.15,25.422
344.9791997,415.132,271.85,24.403
343.2605566,408.707,271.55,23.715
346.1287656,410.792,271.35,23.937
358.9337755,428.148,271.35,25.83
397.1905896,479.199,271.45,31.852
450.49292,539.789,271.45,39.878
466.40671,558.555,271.55,42.558
463.4203641,558.65,271.65,42.572
460.9157001,555.764,271.85,42.154
455.3903131,547.295,272.65,40.939
450.8129954,545.898,273.45,40.741
448.2240426,544.687,273.15,40.569
449.2571958,542.513,273.05,40.262
457.7542303,551.534,272.95,41.545
473.5371268,573.834,272.75,44.807
469.1038126,579.11,272.25,45.598
458.3195674,568.868,271.65,44.069
451.6898712,557.5,271.05,42.405
444.556964,543.708,271.25,40.43
432.1131493,527.655,271.45,38.195
413.0883202,502.969,271.65,34.887
389.1804037,457.803,272.05,29.246
362.9705757,420.372,272.35,24.973
347.7087981,403.034,272.85,23.117
346.0582232,401.302,272.95,22.936
343.0519288,395.634,272.95,22.348
344.2954238,397.533,272.95,22.544
354.9402898,408.957,273.25,23.742
391.8064609,453.414,273.55,28.726
442.1345359,524.53,273.75,37.767
457.6352422,543.066,273.95,40.34
453.6145728,544.589,274.05,40.555
451.3412642,538.653,274.15,39.719
446.1103916,522.424,274.25,37.48
441.576871,523.015,274.45,37.561
438.6771244,522.821,274.55,37.535
435.9759823,527.7,274.75,38.201
447.712207,537.179,274.85,39.513
465.21981,547.336,274.95,40.945
462.1430932,540.396,274.95,39.964
450.5001178,528.342,274.85,38.289
440.7203183,518.648,274.85,36.97
430.6424981,507.703,274.65,35.509
416.3648643,492.309,274.35,33.508
396.6712575,468.068,274.15,30.481
361.6279396,435.105,273.95,26.611
334.4647112,406.921,273.65,23.526
318.8915198,388.36,274.95,21.607
317.4093247,378.993,274.65,20.673
315.0097814,375.967,274.45,20.376
317.4683535,378.411,274.25,20.615
329.3165077,394.799,274.05,22.263
368.0473985,444.581,273.85,27.695
422.7343264,508.892,273.75,35.666
440.2141275,531.326,273.85,38.7
437.6462758,539.588,273.95,39.85
435.5448056,541.057,274.05,40.056
431.063014,538.626,273.85,39.715
428.2591292,532.338,273.65,38.84
427.9464025,536.529,274.05,39.422
430.2203978,544.125,273.35,40.489
439.5008662,554.561,272.65,41.98
458.4789742,574.833,271.95,44.956
458.9254158,577.477,271.45,45.352
451.0643769,567.413,270.95,43.854
444.5564537,559.65,270.45,42.717
436.8357382,556.138,269.75,42.208
426.0503393,542.692,269.05,40.287
410.1453836,523.568,268.45,37.636
381.0816323,495.978,267.65,33.979
358.8773036,471.212,266.85,30.865
347.001343,454.801,265.75,28.89
346.8760656,450.634,265.55,28.399
348.1568243,454.446,265.25,28.848
353.8617884,462.009,264.95,29.749
369.8013266,478.816,264.45,31.804
411.1315218,532.22,263.85,38.824
466.0185068,587.893,263.25,46.93
487.8091478,602.604,263.45,49.207
490.2222259,604.388,263.65,49.487
491.7246269,604.312,263.85,49.475
487.6546184,598.232,264.75,48.525
484.4914182,587.525,265.65,46.874
483.0227012,578.344,265.25,45.483
482.7942634,578.198,264.95,45.461
485.7021328,594.037,264.75,47.874
498.5623725,608.084,264.55,50.07
497.7906146,622.761,263.75,52.418
489.4571577,619.24,262.95,51.85
480.1028472,611.988,262.15,50.689
465.9713414,588.281,261.65,46.99
450.1168096,567.76,261.15,43.906
435.3473232,553.846,260.65,41.877
420.6175204,530.363,261.25,38.567
401.6212566,509.078,261.85,35.691
386.1712307,495.716,262.55,33.945
362.9695272,494.137,262.55,33.742
359.8439371,493.005,262.45,33.597
359.5535404,492.775,262.45,33.568
362.1155858,495.723,262.35,33.946
380.4572018,504.827,262.25,35.131
398.4435591,518.14,262.15,36.901
421.6127641,532.673,263.15,38.886
442.4134069,563.115,264.15,43.223
457.6259728,578.701,265.05,45.536
459.9704166,570.374,265.75,44.292
456.3145887,571.022,266.45,44.389
453.3992228,564.969,268.05,43.495
452.6332035,560.14,267.75,42.788
456.5264589,559.88,267.35,42.751
472.4423975,578.08,267.05,45.443
480.1079873,600.406,266.75,48.863
476.4724596,601.236,266.45,48.993
467.6334806,594.946,266.15,48.015
452.3879229,576.01,265.55,45.132
437.6849775,558.149,264.85,42.499
423.896378,541.737,264.25,40.152
414.9262061,524.028,264.05,37.699
400.5736653,506.177,263.95,35.308
388.5474399,492.038,264.45,33.473
371.8292426,489.875,264.15,33.197
368.1712,480.276,263.75,31.987
366.5630202,483.856,263.35,32.435
370.0283004,488.78,263.25,33.058
380.1019315,499.206,263.05,34.397
395.9643305,514.748,262.95,36.446
412.188275,529.029,263.75,38.383
429.083399,548.464,264.55,41.106
445.1835359,560.994,265.35,42.913
450.1203408,566.888,266.25,43.777
448.930368,567.078,267.05,43.805
448.8688823,568.779,267.75,44.056
451.3592607,572.262,268.35,44.573
460.0888947,580.79,268.95,45.851
475.2909565,588.341,269.55,46.999
480.2153397,591.743,269.95,47.521
475.2442596,591.494,270.35,47.482
469.5945535,586.521,270.75,46.721
461.0864536,573.647,270.95,44.779
448.839016,554.567,271.25,41.981
429.6917345,528.334,271.45,38.288
397.4749479,496.031,271.75,33.986
372.1425107,467.778,271.95,30.446
354.4702587,443.028,271.35,27.516
356.1750788,431.296,271.85,26.182
353.2005733,431.961,272.35,26.257
354.1700188,434.703,272.85,26.566
364.4300527,442.822,273.15,27.492
389.647546,496.103,273.35,33.995
445.0555068,555.843,273.65,42.165
459.2289684,564.642,273.85,43.447
456.7412729,564.728,274.15,43.459
452.9416649,562.631,274.35,43.152
445.7305111,556.873,274.75,42.314
439.884566,553.536,275.15,41.832
438.3586765,545.299,274.25,40.656
440.5027956,535.573,274.75,39.289
449.1122146,540.308,275.25,39.951
466.1116616,559.963,275.75,42.763
466.5481931,565.793,275.15,43.616
457.4024578,554.44,274.55,41.963
451.6438356,550.582,273.85,41.408
444.5605745,549.31,272.85,41.226
433.4087559,530.922,271.75,38.644
415.8687034,503.942,270.65,35.014
376.8262223,471.14,270.45,30.856
330.3362895,447.057,270.25,27.982
319.6073978,433.854,270.65,26.47
324.1726355,426.265,270.25,25.621
327.6191884,420.541,269.75,24.991
334.3306633,424.582,269.35,25.435
349.7632104,439.935,269.45,27.161
411.0745995,497.879,269.45,34.225
468.6994011,558.68,269.55,42.576
484.9113096,558.162,269.85,42.501
483.6981215,558.18,270.15,42.503
482.3274073,550.758,270.45,41.433
477.1452984,545.166,271.25,40.637
473.3805609,543.523,272.05,40.404
472.1582279,539.446,272.95,39.83
473.6412009,540.896,272.85,40.034
480.1949675,546.959,272.75,40.891
495.5145561,562.281,272.65,43.101
496.6651827,562.918,272.05,43.194
488.2703162,552.995,271.45,41.755
483.0087401,558.917,270.85,42.61
477.0089101,551.466,270.35,41.535
463.6124635,536.531,269.75,39.423
442.4688338,510.885,269.25,35.93
407.1680724,474.694,269.15,31.293
361.7046797,448.342,269.15,28.131
347.8981457,434.871,270.05,26.585
345.5771302,428.224,269.35,25.839
343.147434,428.237,268.65,25.84
344.7021885,433.385,268.05,26.417
355.1214205,447.207,268.55,27.999
412.9136803,479.731,269.05,31.918
466.9141514,533.842,269.65,39.048
482.3391104,549.341,270.35,41.231
480.6569209,562.296,270.95,43.103
478.2246721,559.493,271.65,42.694
471.7527347,556.403,272.55,42.246
465.928916,556.952,273.45,42.325
462.062164,551.054,273.15,41.476
457.2893019,547.833,273.95,41.016
464.1601241,554.776,274.85,42.011
477.9671803,561.758,275.65,43.024
477.1620215,562.566,274.75,43.142
466.1799852,549.636,273.85,41.273
458.8473267,543.445,272.95,40.393
451.3694681,537.844,271.85,39.606
438.054447,525.45,270.75,37.893
418.6406473,511.601,269.65,36.026
358.17289,475.75,269.65,31.424
342.1773451,451.911,269.75,28.549
328.7375384,437.715,270.05,26.907
327.4803981,432.924,270.45,26.365
326.7235322,428.073,270.75,25.822
329.9283028,427.22,271.05,25.727
341.7158001,448.695,271.25,28.173
394.987409,499.322,271.35,34.412
449.4573986,562.313,271.45,43.105
462.4941839,566.975,271.85,43.79
459.6617963,559.344,272.15,42.673
455.6457495,562.204,272.55,43.09
449.537751,560.428,273.15,42.83
444.1432676,557.634,273.75,42.424
441.6666109,551.295,273.75,41.51
441.1805852,545.146,273.55,40.634
445.9569122,551.692,273.35,41.567
459.8169275,565.396,273.15,43.557
432.2968321,562.244,272.85,43.095
422.9462459,548.81,272.55,41.155
417.324463,547.852,272.25,41.018
410.8326273,540.242,271.95,39.942
397.9582929,526.604,271.65,38.05
380.1670667,505.915,271.35,35.273
363.6492027,475.393,271.05,31.38
346.5783169,450.243,270.75,28.353
333.051684,426.552,273.65,25.653
330.1345453,414.415,273.25,24.326
329.2186216,408.798,272.95,23.725
331.7203128,408.191,272.65,23.661
344.1753122,418.953,272.85,24.818
394.2545562,467.848,273.05,30.455
445.9306499,533.262,273.25,38.968
461.5133178,542.464,274.15,40.255
462.3290009,538.727,275.05,39.729
459.4522196,529.032,275.95,38.384
450.9255853,520.698,276.35,37.246
444.3323446,515.632,276.65,36.564
439.3911299,504.362,278.15,35.069
437.3074623,504.595,277.65,35.1
437.6183662,503.74,277.05,34.988
446.1811087,512.667,276.55,36.168
424.5317826,519.145,276.25,37.036
415.5630571,512.322,275.85,36.122
406.3230229,501.435,275.55,34.687
391.5604319,483.371,275.25,32.374
373.3202709,460.153,274.95,29.526
357.1669918,443.875,274.65,27.613
346.0889252,422.596,274.35,25.216
333.8004084,403.042,274.15,23.118
318.6724554,389.009,275.25,21.673
297.6835695,381.429,274.85,20.913
295.618741,378.658,274.45,20.64
295.9860319,378.807,274.15,20.654
298.0806654,382.973,273.95,21.067
337.4742519,392.31,273.75,22.008
353.4303475,413.642,273.65,24.243
372.6379209,438.57,273.85,27.005
395.8592505,458.289,273.95,29.304
411.9029485,475.724,274.15,31.421
414.8640862,480.004,274.75,31.953
412.6378147,472.558,275.35,31.03
408.9183541,467.801,275.55,30.449
407.5824776,463.091,275.35,29.879
410.5327341,470.352,275.15,30.76
424.0914906,486.534,274.95,32.773
416.4653237,510.832,274.55,35.923
414.0971807,513.275,274.15,36.249
407.2369256,505.895,273.75,35.271
393.1007749,486.12,273.15,32.721
377.817237,469.821,272.55,30.695
364.3080813,452.635,272.05,28.634
351.7795861,432.415,272.45,26.308
343.3783515,416.398,272.95,24.54
331.3681292,404.215,274.85,23.241
312.261123,398.594,274.15,22.654
307.7234966,394.606,273.45,22.243
305.4340227,393.612,272.75,22.141
307.8497349,395.484,272.55,22.333
342.2173726,403.473,272.45,23.163
355.0012293,421.933,272.25,25.144
366.6262068,434.575,273.05,26.551
383.4854728,455.876,273.75,29.017
397.3994759,471.529,274.45,30.904
401.9262714,476.774,274.65,31.551
402.3784926,475.479,274.75,31.39
401.9092865,466.203,275.05,30.255
405.30763,470.232,274.65,30.745
413.9019061,479.596,274.25,31.902
427.0889567,492.287,273.85,33.505
419.7003535,506.336,273.35,35.329
416.8850052,511.777,272.85,36.049
414.3325296,511.174,272.35,35.969
408.9468436,508.163,272.05,35.57
398.360482,505.818,271.75,35.261
381.6159449,481.994,271.45,32.201
359.7557591,460.432,271.15,29.56
329.3787273,439.172,270.95,27.073
315.5061735,428.957,272.65,25.921
315.3442047,424.174,271.85,25.39
315.4878442,418.422,271.05,24.76
318.9613252,421.012,270.25,25.043
331.4536671,430.165,270.05,26.055
399.1632478,483.063,269.95,32.335
455.2320385,554.026,269.85,41.903
467.7280923,568.248,270.45,43.978
467.1334756,570.136,271.15,44.257
463.4315991,569.102,271.75,44.104
458.4303842,562.254,272.45,43.097
454.5431369,556.996,273.05,42.332
451.5750046,540.531,273.55,39.983
452.4747205,538.241,273.55,39.661
459.7346696,545.854,273.55,40.734
474.5549117,554.323,273.55,41.946
461.2139966,559.014,273.25,42.625
451.7622402,549,272.95,41.182
447.023969,540.802,272.65,40.021
440.4923407,529.987,272.05,38.515
427.2801657,516.762,271.55,36.716
407.4366467,495.315,270.95,33.894
382.8389688,462.064,270.85,29.755
366.1560966,432.71,270.75,26.341
352.5027744,425.563,271.65,25.544
352.6530423,420.957,271.45,25.037
351.9648699,418.786,271.15,24.8
356.0407871,419.946,270.85,24.926
370.1475085,432.807,270.85,26.352
409.0713507,480.164,270.85,31.972
465.3780365,543.201,270.85,40.359
477.9935371,558.214,271.25,42.508
475.2917709,560.697,271.55,42.87
471.5485967,545.695,271.85,40.712
466.2342313,519.227,272.95,37.048
461.0246263,506.961,274.05,35.411
455.0231481,496.152,274.55,34.002
454.0621735,495.452,274.25,33.911
458.0651195,503.239,273.95,34.922
469.5953699,528.207,273.65,38.27
444.6783964,548.792,272.95,41.153
436.2377454,551.029,272.25,41.472
431.8114641,548.013,271.55,41.041
426.6499871,543.619,271.25,40.418
414.4259171,530.06,270.85,38.525
395.2147111,508.964,270.55,35.676
366.0756257,486.428,270.65,32.76
360.653188,456.491,270.75,29.09
346.9471086,437.035,270.95,26.83
344.0046193,429.46,270.95,25.977
341.4339654,423.422,270.95,25.307
343.5908824,423.382,270.95,25.303
355.5555288,435.762,271.45,26.686
394.7426282,482.67,271.95,32.286
447.8690404,544.352,272.45,40.522
459.4872839,555.192,273.05,42.071
456.2209403,553.012,273.75,41.757
452.6987896,541.102,274.45,40.063
447.0100753,531.322,274.95,38.699
442.2761244,522.096,275.45,37.436
436.4233484,506.017,277.25,35.287
432.8248056,510.859,276.95,35.927
438.7421113,516.926,276.55,36.738
448.4611217,530.961,276.25,38.65
444.1550138,537.1,275.75,39.502
434.0885799,531.235,275.35,38.687
426.0465064,525.057,274.95,37.839
417.1345976,516.307,274.85,36.654
403.9455816,502.854,274.75,34.872
383.3559554,482.479,274.65,32.262
361.7313752,449.767,274.75,28.298
336.2461473,422.041,274.75,25.155
320.953224,404.392,276.15,23.259
317.8815202,395.612,275.75,22.346
315.412636,392.392,275.25,22.016
316.9385216,393.2,274.85,22.099
328.6601216,407.983,275.05,23.639
368.0561169,460.23,275.25,29.536
423.6768506,523.475,275.55,37.623
436.3383688,534.677,275.65,39.164
433.9251628,537.32,275.75,39.533
429.6795993,536.72,275.85,39.449
423.3020226,531.667,275.65,38.747
418.7278619,535.122,275.55,39.226
415.6032902,538.484,275.65,39.695
417.7439303,538.538,275.45,39.703
424.4169529,541.778,275.15,40.158
437.5622864,556.977,274.85,42.329
441.6335718,562.732,274.65,43.167
435.0452288,554.959,274.55,42.037
429.512024,544.68,274.35,40.568
422.1596073,537.911,273.75,39.615
410.8043063,524.553,273.15,37.77
392.8977378,500.206,272.65,34.527
370.2736254,467.159,272.65,30.371
347.5321165,438.029,272.75,26.943
333.7073028,421.528,274.55,25.099
329.8256122,414.236,273.95,24.307
328.5523051,411.309,273.35,23.993
331.8436999,413.283,272.65,24.204
345.130466,427.34,272.55,25.741
386.5807765,485.148,272.45,32.598
441.6158932,550.112,272.35,41.341
457.3134146,563.878,273.05,43.335
457.9625797,558.398,273.75,42.535
454.7567316,548.224,274.45,41.072
446.5490131,530.253,274.95,38.552
439.0225234,512.21,275.55,36.107
432.1069244,491.813,275.85,33.444
430.530792,492.439,275.75,33.525
431.2660459,492.53,275.65,33.536
438.3714226,503.474,275.55,34.953
442.256965,518.834,274.65,36.995
436.9366195,521.953,273.65,37.416
429.1506472,514.132,272.75,36.363
415.6976077,502.552,272.65,34.833
399.8032641,486.719,272.65,32.796
384.3091313,468.557,272.55,30.541
369.417247,443.958,272.65,27.623
351.34642,424.242,272.65,25.398
336.6808299,405.406,273.05,23.366
315.9682636,398.893,273.05,22.685
312.6445396,399.446,272.95,22.742
312.710754,398.934,272.85,22.689
315.5726199,402.075,272.35,23.016
340.268353,411.67,271.75,24.031
358.3309675,432.137,271.15,26.276
377.2416117,453.883,271.85,28.781
399.4436614,480.885,272.65,32.063
413.8188774,493.163,273.45,33.617
415.5008208,483.302,274.55,32.366
411.6961684,475.835,275.55,31.434
405.1652121,461.567,274.25,29.696
403.465138,455.987,274.75,29.03
405.213151,459.703,275.25,29.472
415.7882676,473.047,275.65,31.09
428.6357657,498.92,274.65,34.36
429.0949298,508.898,273.65,35.667
422.6557372,503.991,272.65,35.021
409.1284242,492.248,271.65,33.5
395.8151324,477.841,270.65,31.683
383.0599898,465.853,269.65,30.212
368.087248,451.785,269.35,28.534
356.3237587,438.041,269.05,26.944
346.8749421,428.055,268.65,25.82
333.2142158,421.04,268.45,25.046
331.3916816,421.592,268.25,25.106
330.9471908,422.486,268.05,25.204
334.4629476,425.405,267.95,25.526
356.6323817,435.766,267.95,26.686
372.7049865,455.456,267.95,28.967
383.5882919,459.965,268.85,29.504
401.4333765,476.972,269.75,31.575
413.9548499,485.343,270.65,32.623
417.5461286,474.713,271.75,31.296
416.2563363,464.388,272.95,30.035
412.7166768,461.484,272.25,29.686
414.7226894,463.5,272.45,29.928
421.2007188,474.4,272.65,31.257
430.9469699,491.828,272.95,33.446
439.5266476,511.533,271.75,36.017
439.435023,522.904,270.65,37.546
436.574308,526.55,269.45,38.043
432.0488219,523.151,268.55,37.579
423.182597,514.357,267.55,36.393
406.8066567,499.601,266.55,34.448
387.6872501,486.439,266.15,32.761
356.2117146,467.799,265.75,30.449
345.044991,458.661,265.75,29.348
347.8631088,455.417,265.35,28.963
349.744169,455.546,264.95,28.978
354.1891445,461.882,264.55,29.734
367.1854529,467.935,264.55,30.465
418.5624158,505.382,264.45,35.203
477.7808963,561.884,264.45,43.043
490.4024762,583.293,265.75,46.23
490.1008005,587.933,267.15,46.937
483.5201719,577.613,268.55,45.373
473.8918546,561.793,270.15,43.029
466.7086597,549.133,271.75,41.201
459.3573941,534.621,271.95,39.157
457.3899352,521.323,272.35,37.331
461.1399506,529.809,272.75,38.491
470.8072362,541.938,273.05,40.181
472.939619,552.045,272.15,41.618
466.235203,557.724,271.15,42.437
461.2217724,559.473,270.25,42.691
456.3118472,553.06,269.45,41.764
445.7054412,539.74,268.55,39.872
427.3516775,520.583,267.75,37.231
400.2095393,492.578,267.55,33.542
378.837027,471.186,267.25,30.862
367.242396,458.651,267.55,29.347
368.8130792,451.94,267.05,28.552
369.6377831,451.873,266.55,28.545
374.2266113,457.821,266.05,29.248
389.0062105,467.033,265.95,30.356
425.5341003,513.932,265.85,36.336
484.4433437,565.462,265.85,43.567
497.3671087,581.841,266.85,46.01
496.0761154,586.649,267.95,46.74
489.1025054,580.395,269.05,45.792
478.6809601,565.322,270.25,43.547
471.5520023,565.744,271.45,43.609
463.6999313,553.272,270.65,41.794
462.536651,549.579,271.05,41.265
465.6285581,558.358,271.35,42.529
475.1229354,570.661,271.75,44.335
463.6055853,572.51,271.65,44.61
457.0059755,565.686,271.45,43.6
450.8958729,555.728,271.35,42.148
444.9592179,530.839,271.15,38.633
431.1807941,515.96,270.85,36.608
409.8221201,502.275,270.65,34.796
380.5387455,478.797,270.25,31.802
371.0073967,457.614,269.95,29.223
356.5507989,436.907,269.15,26.815
354.1906117,432.47,269.55,26.314
353.6379163,426.6,269.95,25.658
356.6254924,427.43,270.35,25.751
368.8350857,447.437,270.55,28.026
400.1958371,493.892,270.85,33.711
453.4010232,542.383,271.05,40.243
464.6658653,551.893,271.75,41.596
462.6193069,562.981,272.55,43.203
454.3631677,562.963,273.25,43.2
443.4461387,556.667,274.25,42.284
435.2049883,543.7,275.25,40.429
426.9377952,534.869,274.35,39.191
422.8264598,533.031,274.95,38.936
427.9439724,531.914,275.45,38.781
437.569198,534.133,275.95,39.089
444.0288313,539.094,275.75,39.781
439.5727665,538.626,275.45,39.715
432.6622602,534.547,275.25,39.146
425.0312018,521.787,275.05,37.394
411.8525531,506.87,274.85,35.399
392.0434236,485.741,274.55,32.673
369.2370583,455.387,274.05,28.959
344.0335338,428.229,273.45,25.839
328.7528648,410.19,272.65,23.873
326.2318584,402.564,272.75,23.068
325.0942719,407.355,272.95,23.572
327.9265643,408.1,273.05,23.651
340.6781204,412.773,273.35,24.15
375.4187252,450.231,273.65,28.352
428.4700626,495.188,273.95,33.877
441.0422645,511.405,274.35,36
439.8881251,513.329,274.75,36.256
433.0491309,506.532,275.05,35.355
424.4036785,490.026,275.55,33.216
418.4472527,479.593,275.95,31.901
413.4930136,476.325,275.35,31.495
414.0358243,474.034,275.55,31.212
418.4611517,477.074,275.75,31.588
428.9411889,493.369,276.05,33.644
438.1025287,496.626,275.35,34.063
435.9448377,506.947,274.55,35.409
430.3290435,502.401,273.85,34.813
423.0697097,494.449,272.85,33.782
411.6714595,477.193,271.85,31.603
394.6097952,456.149,270.75,29.049
374.5281987,433.616,270.55,26.443
352.2265756,414.918,270.35,24.38
339.1524522,404.634,270.75,23.285
336.3961919,400.888,270.85,22.892
336.6264813,396.102,271.05,22.397
341.569632,396.122,271.15,22.399
355.7665802,407.756,271.35,23.614
396.0404095,442.155,271.45,27.415
447.7413968,486.466,271.55,32.764
462.7627169,505.298,272.05,35.192
465.3237127,510.329,272.55,35.857
458.6443312,507.687,273.05,35.507
448.090389,496.529,273.85,34.05
438.9615928,487.043,274.65,32.837
430.8611922,479.919,274.95,31.942
428.0070017,483.994,274.95,32.453
426.606073,475.518,275.05,31.395
431.4213368,485.309,275.05,32.618
440.2353807,496.66,274.65,34.067
439.5569212,505.274,274.25,35.189
430.7124364,496.852,273.85,34.092
416.1565678,484.035,273.55,32.458
399.4674555,466.944,273.25,30.345
384.7615409,451.311,272.95,28.479
362.8353027,433.991,272.25,26.485
345.6151793,415.907,271.65,24.487
331.5093624,404.836,271.25,23.306
314.2191821,404.396,270.25,23.26
312.7410686,402.266,269.35,23.036
314.3880722,403.764,268.35,23.193
318.3966888,411.605,267.95,24.024
343.897806,429.51,267.45,25.982
358.9993886,443.645,267.05,27.587
381.915896,458.889,267.85,29.375
408.1970458,477.374,268.65,31.625
420.7792255,484.554,269.45,32.523
418.7602554,478.37,270.65,31.749
411.8476181,471.741,271.75,30.93
403.6526866,468.709,272.15,30.559
399.5019288,464.098,272.35,30
399.9013105,463.513,272.55,29.93
409.1845228,480.08,272.75,31.962
427.7055054,500.898,272.55,34.617
434.4838456,522.86,272.25,37.54
427.9801457,516.218,272.05,36.643
412.9023642,499.158,272.05,34.391
397.7320156,485.03,272.15,32.583
384.4980324,475,272.15,31.331
368.7719092,460.754,272.25,29.598
355.2010105,446.825,272.35,27.955
344.0460957,439.211,271.25,27.078
329.4345315,431.357,271.05,26.189
325.5318881,424.517,270.85,25.428
323.7448945,425.679,270.65,25.556
325.9875278,429.267,270.65,25.955
341.1364501,441.966,270.55,27.393
349.5275598,459.91,270.55,29.497
362.5338933,468.582,270.65,30.544
383.3263333,485.669,270.75,32.664
395.6798962,494.619,270.75,33.804
397.5612689,493.753,271.05,33.693
395.5472202,489.151,271.35,33.105
393.7462088,483.587,271.35,32.401
398.2334706,478.42,271.35,31.755
405.9734859,486.24,271.25,32.736
416.2468149,504.651,271.25,35.107
430.1822304,527.275,270.65,38.142
438.0074026,553.22,269.95,41.787
437.7084032,558.456,269.35,42.543
433.2254557,557.956,268.35,42.471
425.0304504,549.107,267.45,41.197
411.1564664,531.984,266.45,38.791
391.1792884,509.313,266.15,35.722
361.4811163,488.363,265.85,33.005
350.429295,477.329,265.25,31.62
352.5103765,472.225,264.85,30.99
353.5402881,472.776,264.35,31.057
358.1872826,478.983,263.95,31.825
371.8918182,497.079,263.75,34.121
421.6164647,550.458,263.45,41.391
473.3209988,612.041,263.25,50.697
488.9585854,628.376,264.05,53.331
491.7883656,627.403,264.85,53.172
486.2138089,614.82,265.65,51.141
477.1706467,597.873,266.35,48.469
471.0941967,587.069,267.05,46.805
467.6156772,578.099,266.65,45.446
469.2768312,573.561,266.95,44.766
474.1444213,576.402,267.25,45.191
483.9819322,590.636,267.45,47.351
489.3404095,597.885,266.75,48.471
490.0491015,607.667,266.05,50.004
485.9555004,608.756,265.35,50.176
479.2167721,604.735,264.35,49.542
468.0023209,594.432,263.35,47.935
450.4944828,572.327,262.35,44.583
428.1975945,545.01,262.05,40.615
408.9262971,516.461,261.75,36.675
397.3312249,501.722,263.65,34.724
397.0437425,494.269,262.75,33.759
397.2818169,494.871,261.75,33.837
402.35999,500.308,260.85,34.54
417.6328253,516.205,260.45,36.641
446.6853068,560.976,260.15,42.91
498.7104132,618.945,259.85,51.802
513.730654,638.996,260.95,55.081
514.2070312,632.828,262.15,54.061
507.0899381,617.602,263.25,51.586
496.3521663,600.496,264.55,48.877
489.2421823,592.137,265.75,47.581
483.532875,580,267.25,45.732
482.5804445,576.33,266.65,45.18
485.158392,580.049,266.05,45.739
493.7131251,596.964,265.55,48.328
486.1617563,613.484,264.45,50.927
488.5994148,629.569,263.45,53.526
484.9044644,628.99,262.35,53.432
479.4066368,624.702,261.25,52.733
467.5595833,615.824,260.05,51.301
450.2294035,594.781,258.95,47.989
429.6628525,564.383,258.25,43.409
421.2569384,535.929,257.55,39.339
409.3824544,520.355,257.25,37.2
409.2004589,515.136,256.85,36.498
409.8959467,515.185,256.45,36.504
415.1853501,520.703,255.95,37.247
430.1903497,538.485,256.25,39.696
459.6807424,585.384,256.45,46.548
510.4436013,648.397,256.65,56.654
524.1088042,663.245,258.15,59.186
523.8211181,657.646,259.75,58.225
516.0827236,641.203,261.25,55.448
504.8723824,627.575,262.45,53.201
496.581812,617.966,263.65,51.645
489.7067005,613.687,264.35,50.96
484.8652449,609.051,264.25,50.223
488.0311964,617.058,264.15,51.499
494.8513438,634.174,264.05,54.283
500.9037762,639.561,263.35,55.175
502.7733113,650.97,262.75,57.089
497.3977711,649.067,262.05,56.767
490.1519144,642.914,261.35,55.734
478.2459823,629.415,260.65,53.501
461.117136,610.372,259.95,50.432
447.1359754,578.838,259.65,45.557
425.8925909,547.96,259.35,41.034
411.866218,528.198,258.55,38.269
409.7928758,530.403,258.25,38.573
409.6875771,529.633,257.85,38.466
414.6987506,526.403,257.45,38.023
429.7446142,531.989,257.25,38.792
454.0757942,568.458,256.95,44.009
506.6807918,626.919,256.75,53.093
521.4809522,639.407,258.15,55.149
520.2877732,636.07,259.65,54.596
512.4763661,622.644,261.15,52.399
501.0419025,606.226,263.05,49.776
493.7863206,594.886,264.95,48.006
488.2408539,586.862,265.05,46.773
485.1206673,586.159,265.95,46.666
485.2483456,583.812,266.85,46.309
491.2651472,593.557,267.65,47.8
498.2689202,599.154,266.65,48.668
500.492314,613.599,265.65,50.945
495.4907735,615.451,264.65,51.241
488.5630181,610.467,263.65,50.447
477.6230791,600.943,262.65,48.947
461.3762834,578.786,261.65,45.549
439.5899208,548.303,261.85,41.083
421.2354352,526.995,262.05,38.104
407.1976578,518.587,262.25,36.961
404.2326277,515.361,262.25,36.528
403.46521,513.136,262.15,36.23
407.4531857,517.62,262.15,36.831
422.3183045,512.223,262.35,36.108
